Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Rákoshegyi Waldorf Óvoda,Budapest,XVII,"Budapest, Apponyi u. 7, 1174",47.4605006,19.2300406,"Kindergarten, Alternative",Hungarian,3-6,4.8,,"€2,000-€4,000/year",Hungarian National Curriculum,http://www.rakoshegyiwaldorfovi.hu/,(06 1) 258 5245,Waldorf/Steiner pedagogy
Cinkotai Waldorf Óvoda,Budapest,XVI,"Budapest, Batthyány Ilona u. 9b, 1164",47.5190456,19.2306958,"Kindergarten, Alternative",Hungarian,3-6,4.4,,"€2,000-€4,000/year",IB (International Baccalaureate),http://cinkotaiwaldorf.hu/,06 30 349 3795,Waldorf/Steiner pedagogy
Pentelei Waldorf Iskola,,,"Dunaújváros, Lengyel köz 2, 2400",46.9794428,18.9316177,Alternative,Hungarian,6-18,5,,"€2,000-€4,000/year",IB (International Baccalaureate),https://dunaujvarosiwaldorf.hu/,(06 25) 744 520,Waldorf/Steiner pedagogy
DOM - Apátkúti Erdei Általános Iskola,,,"Visegrád, Mátyás király u. 96, 2025",47.7768516,18.9848995,Elementary,Hungarian,6-14,5,,Public (Free),IB (International Baccalaureate),http://www.apatkutisuli.hu/,(06 26) 376 998,
Katicabogár Waldorf Óvoda,Budapest,XI,"Budapest, Repülőtéri út 6, 1112",47.44659919999999,18.9842293,"Kindergarten, Alternative",Hungarian,3-6,5,,"€2,000-€4,000/year",Waldorf/Steiner Education,http://www.waldorf-haz.hu/,06 30 429 7204,Waldorf/Steiner pedagogy
Rózsátnevető Waldorf Óvoda,Budapest,XI,"Budapest, Diószegi út 44, 1113",47.4780644,19.0358288,"Kindergarten, Alternative",Hungarian,3-6,5,,"€2,000-€4,000/year",IB (International Baccalaureate),http://rozsatneveto.hu/,(06 1) 635 4878,Waldorf/Steiner pedagogy
Hárskút Waldorf Óvoda,Budapest,XVI,"Budapest, 1165 u, Baross Gábor u. 6, 1165",47.5128529,19.1938153,"Kindergarten, Alternative",Hungarian,3-6,4.5,,"€2,000-€4,000/year",Waldorf/Steiner Education,https://harskutwaldorfovoda.hu/,06 30 973 9562,Waldorf/Steiner pedagogy
"Tiszta Forrás Waldorf Általános Iskola, Alapfokú Művészeti Iskola és Óvoda",,,"Kiskunfélegyháza, Kossuth Lajos u. 29-31, 6100",46.7092118,19.8396119,"Kindergarten, Alternative",Hungarian,3-6,,,"€2,000-€4,000/year",IB (International Baccalaureate),http://www.felegyhaziwaldorf.hu/,06 70 335 2709,"Waldorf/Steiner pedagogy, Arts programs"
Szivárvány Waldorf Óvoda Dunakeszi,Dunakeszi,,"Dunakeszi, Krúdy Gyula u. 1-3, 2120",47.642458,19.135089,"Kindergarten, Alternative",Hungarian,3-6,5,,"€2,000-€4,000/year",Hungarian National Curriculum (NAT),,06 30 367 7287,Waldorf/Steiner pedagogy
Manófalva Waldorf Óvoda,Budapest,XIV,"Budapest, Gödöllői u. 136, 1141",47.5194049,19.1392532,"Kindergarten, Alternative",Hungarian,3-6,4.2,,"€2,000-€4,000/year",Waldorf/Steiner Education,http://www.manofalva.hu/,(06 1) 221 2929,Waldorf/Steiner pedagogy
Csillagbölcső Waldorf Általános Iskola és AMI,,,"Kecskemét, Szolnoki út 20, 6000",46.9133815,19.7127411,"Elementary, Alternative",Hungarian,6-14,,,"€2,000-€4,000/year",Waldorf/Steiner Education,https://csillagbolcso.hu/,06 20 473 2919,Waldorf/Steiner pedagogy
Forrás waldorf iskola,,,"Győr, Madách u. 10, 9027",47.6914482,17.659097,Alternative,Hungarian,6-18,3.7,,"€2,000-€4,000/year",Hungarian National Curriculum,http://www.forraswaldorf.hu/,,Waldorf/Steiner pedagogy
Katicabogár Waldorf Óvoda - Varázskert Csoport,Budapest,XI,"Budapest, Neszmélyi út 18a, 1112",47.4583987,19.0186554,"Kindergarten, Alternative",Hungarian,3-6,,,"€2,000-€4,000/year",Waldorf/Steiner Education,http://www.waldorf-haz.hu/,06 30 728 2708,Waldorf/Steiner pedagogy
Tündérbölcső Bölcsöde és Waldorf Óvoda,Budapest,XII,"Budapest, Szarvas Gábor út 2, 1125",47.5119698,18.9960649,"Kindergarten, Alternative",Hungarian,3-6,5,,"€2,000-€4,000/year",Hungarian National Curriculum (NAT),https://tunderbolcso.hu/,06 30 221 7399,Waldorf/Steiner pedagogy
Napkeleti Kör Waldorf Óvoda,Budapest,II,"Budapest, Tárogató lejtő 17, 1021",47.5283891,18.9761319,"Kindergarten, Alternative",Hungarian,3-6,,,"€2,000-€4,000/year",Hungarian National Curriculum (NAT),,,Waldorf/Steiner pedagogy
Török Sándor Waldorf Óvoda,Budapest,II,"Budapest, Guyon Richárd u. 3, 1026",47.5178593,19.0054568,"Kindergarten, Alternative",Hungarian,3-6,,,"€2,000-€4,000/year",Waldorf/Steiner Education,http://www.tswaldorf.hu/,,Waldorf/Steiner pedagogy
Török Sándor Waldorf Pedagógiai Alapítvány,Budapest,II,"Budapest, Kossuth Lajos u. 15-17, 1028",47.5537071,18.9610476,Alternative,Hungarian,6-18,,,"€2,000-€4,000/year",Hungarian National Curriculum (NAT),,(06 1) 275 7935,Waldorf/Steiner pedagogy
Fürkész Innovatív Általános Iskola,Budapest,II,"Budapest, Tárogató út 2, 1021",47.5207564,18.9908489,Elementary,Hungarian,6-14,4.2,,Public (Free),IB (International Baccalaureate),http://www.furkeszsuli.hu/,06 30 329 1130,
Belvárosi Tanoda Alapítványi Gimnázium,Budapest,V,"Budapest, Irányi u. 19, 1056",47.491347,19.0554012,Gymnasium,Hungarian,14-18,5,,Public (Free),IB (International Baccalaureate),http://www.beltanoda.hu/,(06 1) 266 3378,
AKG Kiscelli utcai telephely,Budapest,III,"Budapest, Kiscelli u. 78-82, 1032",47.5385857,19.0335621,School,Hungarian,6-18,4.7,,Unknown (Needs verification),IB (International Baccalaureate),https://www.akg.hu/altisk,(06 1) 551 5250,
Carl Rogers Személyközpontú Óvoda és Általános Iskola,Budapest,XI,"Budapest, Aga u. 10, 1113",47.4761995,19.0270399,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),http://www.rogersiskola.hu/,(06 1) 209 3608,
"Új Budai Alma Mater Ált.Isk, AMI és Óvoda",Budapest,XI,"Budapest, Muskétás u. 1, 1112",47.4454878,18.9851909,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),http://ujalma.hu/,(06 1) 309 7353,
Kincskereső,Budapest,XI,"Budapest, Fogócska u. 6, 1119",47.4539245,19.0345418,School,Hungarian,6-18,4.9,,Unknown (Needs verification),Hungarian National Curriculum,https://www.kincskereso-iskola.hu/,,
"Talento-Ház Alapítványi Óvoda, Általános Iskola és Alapfokú Művészeti Iskola",Budapest,XI,"Budapest, Rátz László u. 4, 1119",47.4619027,19.0385036,Kindergarten,Hungarian,3-6,,,Private (Fee-paying),Hungarian National Curriculum (NAT),,(06 1) 204 0847,Arts programs
Kreatív Iskola,Budapest,XX,"Budapest, Tátra tér 1, 1201",47.4414758,19.1129198,School,Hungarian,6-18,4.3,,Unknown (Needs verification),IB (International Baccalaureate),http://www.kreativiskola.eu/,06 20 329 4050,
Heuréka Általános Iskola,Budapest,XIII,"Budapest, Jakab József u 13, 1138",47.5377519,19.0642528,Elementary,Hungarian,6-14,3.1,,Public (Free),IB (International Baccalaureate),https://heurekaisk.hu/,,
Babérliget Általános Iskola,Budapest,II,"Budapest, Tárogató út 2, 1021",47.5207564,18.9908489,Elementary,Hungarian,6-14,,10,Public (Free),Cambridge Curriculum,http://www.baberligetiskola.hu/,06 30 228 2815,
Humánus Alapítványi Általános Iskola,Budapest,XI,"Budapest, Kanizsai u. 6, 1114",47.47244260000001,19.0435684,Elementary,Hungarian,6-14,,,Private (Fee-paying),Hungarian National Curriculum (NAT),https://www.humanusiskola.com/,(06 1) 231 7020,
Addetur Iskola,Budapest,II,"Budapest, 1022",47.5123693,19.0213244,School,Hungarian,6-18,4.2,,Unknown (Needs verification),IB (International Baccalaureate),https://www.addeturiskola.hu/,(06 1) 212 5704,
Autizmus Alapítvány Általános Iskola,Budapest,VIII,"Budapest, Delej u. 24-26, 1089",47.4816244,19.0955853,Elementary,Hungarian,6-14,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.autizmus.hu/altalanosiskola,(06 1) 314 2859,
"Burattino Általános és Középiskola, Gyermekotthon",Budapest,XXI,"Budapest, Táncsics Mihály u. 27-29, 1212",47.4331002,19.072542,Secondary,Hungarian,6-14,4.2,,Public (Free),Hungarian National Curriculum (NAT),http://www.burattino.hu/,(06 1) 278 2884,
Adventum Iskola,Budapest,XI,"Budapest, Villányi út 11-13, 1114",47.4785391,19.0431708,School,Hungarian,6-18,4.4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://adventumiskola.hu/,(06 1) 612 9135,
Gyermekház Iskola,Budapest,XIII,"Budapest, Váci út 57-61, 1134",47.5313481,19.0665559,School,Hungarian,6-18,4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://gyermekhaz.hu/,,
Rákospalotai Meixner Általános Iskola és Alapfokú Művészeti Iskola,Budapest,XV,"Budapest, Tóth István u. 100, 1155",47.5406894,19.113415,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://meixneriskola.hu/,(06 1) 415 0313,Arts programs
Sziget Suli Általános Iskola,Szigetszentmiklós,,"Szigetszentmiklós, Bercsényi u. 7, 2310",47.3504898,19.0448083,Elementary,Hungarian,6-14,5,,Public (Free),IB (International Baccalaureate),http://szigetsuli.hu/,,
Kalyi Jag Roma Nemzetiségi Általános és Középiskola,Budapest,VI,"Budapest, Bajza u. 53, 1062",47.5144232,19.0683313,Secondary,Hungarian,6-14,4.3,,Public (Free),IB (International Baccalaureate),http://www.kalyi-jag.hu/,(06 1) 374 0660,
Kolping Katolikus Iskola,Budapest,XIII,"Budapest, Huba u. 6, 1134",47.5251826,19.0657324,Religious,Hungarian,6-18,3.3,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://kolping-huba.edu.hu/,(06 1) 359 2249,Catholic education
Pannonia Sacra Katolikus Általános Iskola,Budapest,XII,"Budapest, Csaba u. 16.c, 1122",47.5044857,19.0199462,"Elementary, Religious",Hungarian,6-14,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.pannoniasacra.hu/,(06 1) 225 0506,Catholic education
Szent János Apostol Katolikus Általános Iskola és Óvoda,Budapest,IV,"Budapest, Tanoda tér 6, 1043",47.5581332,19.0902981,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.szentjanos.hu/,(06 1) 369 2148,Catholic education
"Pál Apostol Katolikus Óvoda, Általános Iskola és Gimnázium",Budapest,XVII,"Budapest, Pesti út 84, 1173",47.4825349,19.2434346,"Kindergarten, Religious",Hungarian,3-6,2.8,,Free or nominal fees (Church school),IB (International Baccalaureate),http://www.palapostol.hu/,(06 1) 256 5825,Catholic education
Néri Szent Fülöp Katolikus Általános Iskola,Budapest,XVI,"Budapest, Béla u., 1161",47.5197707,19.1605442,"Elementary, Religious",Hungarian,6-14,4.6,17,Free or nominal fees (Church school),Hungarian National Curriculum,http://www.neriiskola.hu/,(06 1) 405 2479,Catholic education
Szent II. János Pál Iskolaközpont,Budapest,XI,"Budapest, Mezőkövesd út 10, 1116",47.44131429999999,19.039597,School,Hungarian,6-18,4.3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),https://janospal.hu/,(06 1) 201 4328,
Szent Lőrinc Katolikus Általános Iskola,Budapest,XVIII,"Budapest, Gyöngyvirág u. 41, 1183",47.45136369999999,19.1848674,"Elementary, Religious",Hungarian,6-14,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://sztlorinc.hu/,(06 1) 290 6369,Catholic education
Grosics Gyula Katolikus Sport Általános Iskola,Budapest,XI,"Budapest, Bikszádi u. 11-15, 1119",47.460812,19.0388188,"Elementary, Religious",Hungarian,6-14,,,Free or nominal fees (Church school),Hungarian National Curriculum,http://www.grosicssuli.hu/,(06 1) 205 8074,"Sports programs, Catholic education"
Reménység Katolikus Általános Iskola és Óvoda,Budapest,XIX,"Budapest, Petőfi u. 56, 1196",47.4517079,19.1438176,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,(06 1) 282 9633,Catholic education
Budapesti Egyetemi Katolikus Gimnázium és Kollégium,Budapest,I,"Budapest, Szabó Ilonka u. 2, 1015",47.5040084,19.0349711,"Gymnasium, Religious",Hungarian,14-18,,14,Public (Free),IB (International Baccalaureate),http://egyetemi.hu/,(06 1) 214 8063,Catholic education
Krisztus Király Római Katolikus Általános Iskola,Dunakeszi,,"Dunakeszi, Táncsics Mihály u 4, 2120",47.6307981,19.1318573,"Elementary, Religious",Hungarian,6-14,4.2,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://kkdk.hu/index.php,(06 27) 222 242,Catholic education
"VAKOK BOLDOG BATTHYÁNY-STRATTMANN LÁSZLÓ KATOLIKUS SZOCIÁLIS INTÉZMÉNYE, ÓVODA, ÁLTALÁNOS ISKOLA ÉS KÜLÖNLEGES GYERMEKOTTHON",Budapest,XII,"Budapest, Mátyás király út 29, 1121",47.503108,18.980291,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://vakokbatthyany.hu/,(06 1) 274 4755,Catholic education
József Attila Katolikus Nyelvoktató Német Nemzetiségi Általános Iskola,Budapest,XX,"Budapest, Attila u. 25-27, 1201",47.4327036,19.1010098,"Elementary, Religious","German, Hungarian",6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.jozsef20.hu/,(06 1) 283 0760,"German language program, Catholic education"
"Salkaházi Sára Katolikus Általános Iskola, Szakközépiskola",Budapest,XV,"Budapest, Pattogós u. 6, 1156",47.542544,19.137369,"Elementary, Religious",Hungarian,6-14,3.5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://www.facebook.com/salkahazisuli/,(06 1) 414 0123,Catholic education
Karolina Katolikus Általános Iskola Székesegyházi Kórusiskola és Alapfokú Művészeti Iskola,Vác,,"Vác, Schuszter Konstantin tér 7, 2600",47.7755519,19.1318554,"Elementary, Religious",Hungarian,6-14,4.5,,Free or nominal fees (Church school),IB (International Baccalaureate),https://www.karolinavac.hu/,(06 27) 814 160,"Arts programs, Catholic education"
Petőfi Sándor Római Katolikus Általános Iskola és Gimnázium,Vecsés,,"Vecsés, Petőfi tér 1, 2220",47.4114741,19.2602118,"Elementary, Religious",Hungarian,6-14,4.1,2025,Public (Free),Hungarian National Curriculum (NAT),http://petofivecses.hu/,(06 29) 350 440,Catholic education
"Szent József Katolikus Óvoda, Általános Iskola és Gimnázium - békásmegyeri óvodai telephely",Budapest,III,"Budapest, Ezüsthegy u. 70, 1038",47.6023484,19.0477532,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,(06 1) 368 8902,Catholic education
Óbudai Szent Péter és Pál Szalézi Általános Iskola és Óvoda,Budapest,III,"Budapest, Tímár u. 13c, 1034",47.5347377,19.0389503,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://peterpaliskola.hu/iskola/,,
Szent András Katolikus Általános Iskola és Óvoda,Szentendre,,"Szentendre, Bajcsy-Zsilinszky u. 4, 2000",47.6675949,19.074102,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),IB (International Baccalaureate),http://www.szentandrasiskola.hu/,(06 26) 310 529,Catholic education
Szent János Katolikus Általános Iskola,Dabas,,"Dabas, Rákóczi u. 2/a, 2371",47.2164829,19.274488,"Elementary, Religious",Hungarian,6-14,4.8,,Free or nominal fees (Church school),IB (International Baccalaureate),http://szentjanosdabas.hu/,(06 29) 365 433,Catholic education
"Patrona Hungariae Általános Iskola, Gimnázium, Kollégium és Alapfokú Művészeti Iskola",Budapest,IX,"Budapest, Knézits u. 3-13, 1092",47.4847822,19.0666889,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),https://www.patrona.hu/,(06 1) 217 0337,Arts programs
Szent Ágoston Keresztény Általános Iskola és Gimnázium,Fót,,"Fót, Vörösmarty Mihály u. 4, 2151",47.6072932,19.2010279,"Elementary, Religious",Hungarian,6-14,,,Free or nominal fees (Church school),Hungarian National Curriculum,https://sztagoston.hu/,06 30 073 2415,
Pázmány Péter Katolikus Egyetem,Budapest,VIII,"Budapest, Szentkirályi u. 28, 1088",47.4915855,19.0659823,Religious,Hungarian,6-18,4.4,,Free or nominal fees (Church school),IB (International Baccalaureate),https://ppke.hu/,(06 1) 429 7200,Catholic education
"Budapesti Ward Mária Általános Iskola, Gimnázium és Zeneművészeti Szakgimnázium",Budapest,V,"Budapest, Irányi u. 3, 1056",47.490977,19.0530379,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.wardmaria.hu/,(06 1) 797 7792,"Arts programs, Music programs"
Szent Erzsébet Katolikus Általános Iskola és Óvoda,Pécel,,"Pécel, Kossuth tér 7, 2119",47.4889021,19.3412745,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),IB (International Baccalaureate),http://pecel.ekif.hu/,(06 28) 547 301,Catholic education
Szent Ambrus katolikus általános iskola,,,"Patak, Rákóczi út 4, 2648",48.0197294,19.1462775,"Elementary, Religious",Hungarian,6-14,4.5,,Free or nominal fees (Church school),IB (International Baccalaureate),http://patakiskola.hupont.hu/,(06 35) 592 010,Catholic education
Pál Apostol Katolikus Óvoda,Budapest,XVII,"Budapest, 1173",47.4786232,19.2492494,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),IB (International Baccalaureate),http://palapostol.hu/,(06 1) 249 4134,Catholic education
Reménység Katolikus Általános Iskola és Óvoda,Budapest,X,"Budapest, Mádi u. 4-6, 1105",47.4898205,19.1396592,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,(06 1) 282 9633,Catholic education
Prohászka Ottokár Katolikus Gimnázium,Budakeszi,,"Budakeszi, Széchenyi u. 141, 2092",47.5124632,18.9276358,"Gymnasium, Religious",Hungarian,14-18,,,Free or nominal fees (Church school),Hungarian National Curriculum,https://www.pokg.hu/,(06 23) 451 946,Catholic education
Kodály Zoltán Magyar Kórusiskola,Budapest,I,"Budapest, Toldy Ferenc u. 28-30, 1015",47.5047704,19.0354242,School,Hungarian,6-18,4.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.kzmk.hu/,(06 1) 212 7782,
Mindszenty József Katolikus Általános Iskola,,,"Esztergom, Kiss János vezérezredes út 1, 2500",47.78432979999999,18.7399056,"Elementary, Religious",Hungarian,6-14,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://primasi.hu/,(06 33) 501 370,Catholic education
Szent Gellért Katolikus Gimnázium,Budapest,I,"Budapest, Krisztina tér 4, 1013",47.4972235,19.0311872,"Gymnasium, Religious",Hungarian,14-18,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://szt-gellert.hu/,(06 1) 225 0638,Catholic education
Szent János Apostol Katolikus Óvoda,Budapest,IV,"Budapest, Erzsébet u. 30, 1043",47.558401,19.092922,"Kindergarten, Religious",Hungarian,3-6,4.2,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://szentjanos.hu/,(06 1) 369 0962,Catholic education
Pannonia Sacra Katolikus Óvoda,Budapest,XII,"Budapest, Diana u. 15a, 1125",47.4997078,18.9940531,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,,Catholic education
